family,size,mincut,contract,fastcut,contract_time,fastcut_time,contract_success,fastcut_success
barabasi_albert_graph,90,20,20,20,3.052,179.029,1,1
barabasi_albert_graph,90,20,28,20,3.017,186.724,0,1
barabasi_albert_graph,90,20,22,20,3.496,175.483,0,1
barabasi_albert_graph,90,20,25,20,2.974,170.221,0,1
barabasi_albert_graph,90,20,20,20,3.23,169.348,1,1
barabasi_albert_graph,90,20,20,20,3,169.989,1,1
barabasi_albert_graph,90,20,21,20,3.134,170.864,0,1
barabasi_albert_graph,90,20,21,20,3.59,215.258,0,1
barabasi_albert_graph,90,20,20,20,2.855,169.234,1,1
barabasi_albert_graph,90,20,28,20,3.117,180.213,0,1
barabasi_albert_graph,90,20,25,20,2.929,168.116,0,1
barabasi_albert_graph,90,20,26,20,3.224,170.097,0,1
barabasi_albert_graph,90,20,25,20,3.127,176.453,0,1
barabasi_albert_graph,90,20,34,20,4.013,186.817,0,1
barabasi_albert_graph,90,20,22,20,3.146,187.699,0,1
barabasi_albert_graph,90,20,25,20,3.123,181.918,0,1
barabasi_albert_graph,90,20,20,20,2.943,178.78,1,1
barabasi_albert_graph,90,20,22,20,3.318,177.414,0,1
barabasi_albert_graph,90,20,20,20,3.304,191.11,1,1
barabasi_albert_graph,90,20,22,20,2.832,174.64,0,1
barabasi_albert_graph,90,20,21,20,2.846,181.607,0,1
barabasi_albert_graph,90,20,20,20,3.195,174.739,1,1
barabasi_albert_graph,90,20,22,20,3.291,176.743,0,1
barabasi_albert_graph,90,20,20,20,3.244,179.605,1,1
barabasi_albert_graph,90,20,34,20,3.12,173.618,0,1
barabasi_albert_graph,100,19,21,19,4.151,206.267,0,1
barabasi_albert_graph,100,19,32,19,4.092,193.28,0,1
barabasi_albert_graph,100,19,25,19,4.119,200.577,0,1
barabasi_albert_graph,100,19,26,19,4.248,204.371,0,1
barabasi_albert_graph,100,19,33,19,4.35,213.707,0,1
barabasi_albert_graph,100,19,21,19,4.021,205.006,0,1
barabasi_albert_graph,100,19,35,19,4.401,202.553,0,1
barabasi_albert_graph,100,19,29,19,4.468,196.652,0,1
barabasi_albert_graph,100,19,20,19,4.358,195.29,0,1
barabasi_albert_graph,100,19,27,19,4.466,188.04,0,1
barabasi_albert_graph,100,19,27,19,4.045,192.533,0,1
barabasi_albert_graph,100,19,19,19,4.363,184.44,1,1
barabasi_albert_graph,100,19,28,19,4.226,189.468,0,1
barabasi_albert_graph,100,19,32,19,4.495,186.465,0,1
barabasi_albert_graph,100,19,33,19,4.251,191.226,0,1
barabasi_albert_graph,100,19,32,19,7.794,217.694,0,1
barabasi_albert_graph,100,19,31,19,4.397,196.316,0,1
barabasi_albert_graph,100,19,21,19,3.877,195.496,0,1
barabasi_albert_graph,100,19,29,19,4.279,196.696,0,1
barabasi_albert_graph,100,19,36,19,4.543,195.806,0,1
barabasi_albert_graph,100,19,19,19,4.403,198.874,1,1
barabasi_albert_graph,100,19,31,19,4.455,195.173,0,1
barabasi_albert_graph,100,19,20,19,4.367,195.591,0,1
barabasi_albert_graph,100,19,25,19,4.522,197.441,0,1
barabasi_albert_graph,100,19,19,19,4.176,193.474,1,1
barabasi_albert_graph,100,19,32,19,4.137,230.523,0,1
barabasi_albert_graph,100,19,31,19,4.375,198.519,0,1
barabasi_albert_graph,100,19,21,19,4.624,197.951,0,1
barabasi_albert_graph,100,19,29,19,4.256,202.253,0,1
barabasi_albert_graph,100,19,33,19,4.54,207.091,0,1
barabasi_albert_graph,110,21,60,21,5.209,220.415,0,1
barabasi_albert_graph,110,21,31,21,5.489,203.327,0,1
barabasi_albert_graph,110,21,28,21,5.3,215.97,0,1
barabasi_albert_graph,110,21,28,21,6.194,214.829,0,1
barabasi_albert_graph,110,21,32,21,5.959,228.599,0,1
barabasi_albert_graph,110,21,24,21,5.456,227.427,0,1
barabasi_albert_graph,110,21,23,21,5.615,216.682,0,1
barabasi_albert_graph,110,21,32,23,5.682,216.693,0,0
barabasi_albert_graph,110,21,24,21,6.555,223.306,0,1
barabasi_albert_graph,110,21,39,21,5.88,214.97,0,1
barabasi_albert_graph,110,21,35,21,5.364,209.613,0,1
barabasi_albert_graph,110,21,26,21,6.041,218.861,0,1
barabasi_albert_graph,110,21,38,21,5.504,212.603,0,1
barabasi_albert_graph,110,21,23,21,5.421,238.687,0,1
barabasi_albert_graph,110,21,21,21,10.455,250.344,1,1
barabasi_albert_graph,110,21,30,21,5.808,221.042,0,1
barabasi_albert_graph,110,21,27,23,5.507,205.274,0,0
barabasi_albert_graph,110,21,26,21,5.515,211.573,0,1
barabasi_albert_graph,110,21,64,23,5.349,202.292,0,0
barabasi_albert_graph,110,21,28,21,4.992,207.777,0,1
barabasi_albert_graph,110,21,35,21,5.705,204.837,0,1
barabasi_albert_graph,110,21,34,21,4.871,199.536,0,1
barabasi_albert_graph,110,21,35,21,4.993,202.474,0,1
barabasi_albert_graph,110,21,30,21,5.264,222.889,0,1
barabasi_albert_graph,110,21,28,21,5.597,211.871,0,1
barabasi_albert_graph,110,21,33,23,5.4,213.68,0,0
barabasi_albert_graph,110,21,37,21,5.6,211.361,0,1
barabasi_albert_graph,110,21,41,21,5.596,209.407,0,1
barabasi_albert_graph,110,21,36,21,5.228,210.652,0,1
barabasi_albert_graph,110,21,35,23,5.42,214.727,0,0
barabasi_albert_graph,120,18,18,18,7.615,425.478,1,1
barabasi_albert_graph,120,18,38,18,6.853,444.571,0,1
barabasi_albert_graph,120,18,37,18,7.262,452.651,0,1
barabasi_albert_graph,120,18,18,18,7.111,422.907,1,1
barabasi_albert_graph,120,18,25,18,7.214,424.304,0,1
barabasi_albert_graph,120,18,26,18,6.782,439.872,0,1
barabasi_albert_graph,120,18,18,18,7.324,463.09,1,1
barabasi_albert_graph,120,18,36,18,6.736,414.65,0,1
barabasi_albert_graph,120,18,38,18,6.593,450.864,0,1
barabasi_albert_graph,120,18,38,18,6.928,437.64,0,1
barabasi_albert_graph,120,18,32,18,7.245,470.855,0,1
barabasi_albert_graph,120,18,38,18,13.017,431.836,0,1
barabasi_albert_graph,120,18,24,18,6.662,424.205,0,1
barabasi_albert_graph,120,18,44,18,7.092,417.929,0,1
barabasi_albert_graph,120,18,30,18,7.476,437.306,0,1
barabasi_albert_graph,120,18,38,18,7.221,462.741,0,1
barabasi_albert_graph,120,18,30,18,7.316,423.851,0,1
barabasi_albert_graph,120,18,25,18,7.138,421.534,0,1
barabasi_albert_graph,120,18,36,18,6.808,438.029,0,1
barabasi_albert_graph,120,18,25,18,7.255,434.436,0,1
barabasi_albert_graph,120,18,37,18,6.627,478.053,0,1
barabasi_albert_graph,120,18,31,18,7.191,437.098,0,1
barabasi_albert_graph,120,18,38,18,7.248,430.155,0,1
barabasi_albert_graph,120,18,26,18,7.134,418.348,0,1
barabasi_albert_graph,120,18,30,18,6.639,428.678,0,1
barabasi_albert_graph,120,18,36,18,6.856,469.061,0,1
barabasi_albert_graph,120,18,25,18,7.167,429.997,0,1
barabasi_albert_graph,120,18,35,18,7.552,435.465,0,1
barabasi_albert_graph,120,18,41,18,7.164,432.952,0,1
barabasi_albert_graph,120,18,35,18,7.311,444.887,0,1
barabasi_albert_graph,130,16,40,16,9.326,486.498,0,1
barabasi_albert_graph,130,16,38,16,9.294,497.06,0,1
barabasi_albert_graph,130,16,33,16,9.851,481.332,0,1
barabasi_albert_graph,130,16,33,16,9.179,507.315,0,1
barabasi_albert_graph,130,16,30,16,8.787,470.901,0,1
barabasi_albert_graph,130,16,37,16,9.045,456.063,0,1
barabasi_albert_graph,130,16,16,16,8.82,461.604,1,1
barabasi_albert_graph,130,16,43,16,8.596,515.181,0,1
barabasi_albert_graph,130,16,32,16,9.119,478.217,0,1
